CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,NPOPCHG2017,NPOPCHG2018,NPOPCHG2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019
33860,,,"Montgomery, AL",Metropolitan Statistical Area,374536,374540,375119,375549,374872,374114,373476,373365,373865,374174,373022,373290,579,430,-677,-758,-638,-111,500,309,-1152,268,1133,4901,4841,4788,4918,4947,4822,4912,4797,4730,824,3287,3283,3561,3499,3737,3636,3630,3598,3667,309,1614,1558,1227,1419,1210,1186,1282,1199,1063,119,402,664,562,401,506,606,329,315,329,153,-1588,-2950,-2574,-2464,-1812,-1286,-1289,-2668,-1121,272,-1186,-2286,-2012,-2063,-1306,-680,-960,-2353,-792,-2,2,51,27,6,-15,-6,-13,2,-3
34060,,,"Morgantown, WV",Metropolitan Statistical Area,129709,129702,130308,132678,134813,135948,137396,138523,139403,139608,139204,139044,606,2370,2135,1135,1448,1127,880,205,-404,-160,302,1426,1411,1371,1465,1548,1439,1410,1414,1380,166,1009,987,1041,1018,1055,1103,1103,1091,1095,136,417,424,330,447,493,336,307,323,285,24,615,338,279,524,665,561,273,68,-26,412,1326,1331,511,482,-20,-14,-373,-797,-414,436,1941,1669,790,1006,645,547,-100,-729,-440,34,12,42,15,-5,-11,-3,-2,2,-5
34100,,,"Morristown, TN",Metropolitan Statistical Area,136608,136858,136945,137560,137753,137924,138280,139212,139924,140898,141778,142749,87,615,193,171,356,932,712,974,880,971,374,1527,1530,1535,1539,1565,1499,1431,1519,1475,390,1479,1475,1615,1654,1611,1661,1775,1666,1688,-16,48,55,-80,-115,-46,-162,-344,-147,-213,7,101,89,159,92,105,49,69,96,72,105,468,46,110,397,880,828,1251,935,1112,112,569,135,269,489,985,877,1320,1031,1184,-9,-2,3,-18,-18,-7,-3,-2,-4,0
34580,,,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,116901,116892,116944,117578,117714,118255,119966,121559,123603,125860,127835,129205,52,634,136,541,1711,1593,2044,2257,1975,1370,378,1481,1449,1424,1488,1383,1479,1523,1390,1431,305,1084,1102,1124,1086,1163,1215,1263,1245,1265,73,397,347,300,402,220,264,260,145,166,26,76,38,86,257,272,289,225,171,170,-34,167,-232,173,1047,1100,1487,1766,1655,1030,-8,243,-194,259,1304,1372,1776,1991,1826,1200,-13,-6,-17,-18,5,1,4,6,4,4
34620,,,"Muncie, IN",Metropolitan Statistical Area,117671,117670,117665,117901,117027,116831,116487,115767,115657,115246,114297,114135,-5,236,-874,-196,-344,-720,-110,-411,-949,-162,323,1266,1223,1294,1238,1187,1181,1163,1115,1081,259,1170,1231,1254,1188,1236,1222,1336,1260,1187,64,96,-8,40,50,-49,-41,-173,-145,-106,33,144,169,144,161,106,172,120,193,180,-90,1,-1052,-368,-550,-778,-234,-355,-1004,-233,-57,145,-883,-224,-389,-672,-62,-235,-811,-53,-12,-5,17,-12,-5,1,-7,-3,7,-3
34740,,,"Muskegon, MI",Metropolitan Statistical Area,172188,172194,171913,170026,170159,172273,172254,172447,173227,173645,173599,173566,-281,-1887,133,2114,-19,193,780,418,-46,-33,550,2136,2146,2102,2065,2102,2105,2090,2147,2071,394,1637,1661,1673,1637,1779,1666,1739,1776,1770,156,499,485,429,428,323,439,351,371,301,19,55,84,56,73,66,72,56,34,32,-477,-2454,-419,1599,-499,-173,280,20,-447,-362,-458,-2399,-335,1655,-426,-107,352,76,-413,-330,21,13,-17,30,-21,-23,-11,-9,-4,-4
34820,,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,376722,376575,378343,385650,393299,403705,416065,431198,447337,463514,480985,496901,1768,7307,7649,10406,12360,15133,16139,16177,17471,15916,955,4146,4096,4079,4181,4202,4164,4138,4131,4188,827,3717,3963,4130,4241,4541,4781,4993,5469,5617,128,429,133,-51,-60,-339,-617,-855,-1338,-1429,43,115,190,279,342,349,182,245,286,257,1495,6726,7091,9932,11692,14868,16467,16669,18409,16944,1538,6841,7281,10211,12034,15217,16649,16914,18695,17201,102,37,235,246,386,255,107,118,114,144
34900,,,"Napa, CA",Metropolitan Statistical Area,136484,136535,136759,137691,138538,139580,140405,140862,140840,139878,138789,137744,224,932,847,1042,825,457,-22,-962,-1089,-1045,389,1503,1531,1414,1481,1467,1430,1327,1285,1235,320,1160,1128,1245,1166,1221,1226,1299,1234,1279,69,343,403,169,315,246,204,28,51,-44,41,202,199,174,163,177,160,74,-20,-13,128,392,271,709,370,53,-380,-1064,-1120,-985,169,594,470,883,533,230,-220,-990,-1140,-998,-14,-5,-26,-10,-23,-19,-6,0,0,-3
34940,,,"Naples-Marco Island, FL",Metropolitan Statistical Area,321520,321522,322581,327629,332233,338987,347211,356041,365445,372678,378201,384902,1059,5048,4604,6754,8224,8830,9404,7233,5523,6701,786,3283,3193,3140,3242,3250,3292,3256,3204,3160,751,2854,2972,2926,2978,3138,3179,3420,3612,3867,35,429,221,214,264,112,113,-164,-408,-707,477,1855,1654,1868,1780,2447,3049,3005,2126,1906,573,2772,2730,4620,6044,6218,6228,4403,3816,5485,1050,4627,4384,6488,7824,8665,9277,7408,5942,7391,-26,-8,-1,52,136,53,14,-11,-11,17
34980,,,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1646200,1646183,1650831,1674534,1703609,1735012,1768350,1804671,1841294,1874515,1904726,1934317,4648,23703,29075,31403,33338,36321,36623,33221,30211,29591,5601,22106,22423,22619,23374,24042,24023,24056,24417,24308,2919,12620,12656,13194,13325,13903,14441,14819,15229,15122,2682,9486,9767,9425,10049,10139,9582,9237,9188,9186,466,4224,3329,4762,3848,4851,3668,4307,5030,4937,1492,9933,15551,16890,19010,21060,23272,19641,16005,15482,1958,14157,18880,21652,22858,25911,26940,23948,21035,20419,8,60,428,326,431,271,101,36,-12,-14
35100,,,"New Bern, NC",Metropolitan Statistical Area,126802,126808,127423,128135,128409,127172,126778,125371,124985,124703,124584,124284,615,712,274,-1237,-394,-1407,-386,-282,-119,-300,452,1961,1819,1724,1675,1686,1623,1567,1553,1510,301,1317,1211,1268,1271,1379,1417,1387,1357,1310,151,644,608,456,404,307,206,180,196,200,137,151,702,431,270,379,169,25,-102,20,294,-81,-1026,-2158,-1064,-2108,-756,-477,-204,-511,431,70,-324,-1727,-794,-1729,-587,-452,-306,-491,33,-2,-10,34,-4,15,-5,-10,-9,-9
35300,,,"New Haven-Milford, CT",Metropolitan Statistical Area,862477,862442,863357,863871,864566,862820,862885,860186,857901,857748,856971,854757,915,514,695,-1746,65,-2699,-2285,-153,-777,-2214,2257,9265,9047,8912,8987,8800,8832,8766,8574,8512,1716,7565,7578,7583,7680,7831,7771,7825,7956,7887,541,1700,1469,1329,1307,969,1061,941,618,625,542,2817,3696,2673,4449,3975,3552,3623,4776,2740,-65,-3996,-4461,-5784,-5714,-7690,-6909,-4725,-6194,-5598,477,-1179,-765,-3111,-1265,-3715,-3357,-1102,-1418,-2858,-103,-7,-9,36,23,47,11,8,23,19
35380,,,"New Orleans-Metairie, LA",Metropolitan Statistical Area,1189866,1189891,1195324,1214008,1226887,1239584,1248905,1260281,1267613,1270326,1270133,1270530,5433,18684,12879,12697,9321,11376,7332,2713,-193,397,3577,15638,15410,15470,16324,16472,16425,15974,15418,15084,2343,10149,10347,11007,10890,10929,10963,11454,12008,12094,1234,5489,5063,4463,5434,5543,5462,4520,3410,2990,498,2955,1718,2369,2079,3002,2926,1730,1841,1682,3306,10129,5819,5603,1745,2804,-1021,-3506,-5415,-4232,3804,13084,7537,7972,3824,5806,1905,-1776,-3574,-2550,395,111,279,262,63,27,-35,-31,-29,-43
35620,,,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,18897109,18896277,18923407,19052774,19149689,19226449,19280929,19320968,19334778,19322607,19276644,19216182,27130,129367,96915,76760,54480,40039,13810,-12171,-45963,-60462,61880,247563,243039,242518,240738,242710,241213,237191,232601,228660,31929,135400,131945,138288,134663,138019,136124,140335,147412,151896,29951,112163,111094,104230,106075,104691,105089,96856,85189,76764,21771,103201,98148,88674,94855,103979,106411,94007,67329,58630,-24080,-86058,-111866,-115496,-146454,-168893,-197939,-203208,-198628,-196045,-2309,17143,-13718,-26822,-51599,-64914,-91528,-109201,-131299,-137415,-512,61,-461,-648,4,262,249,174,147,189
35660,,,"Niles, MI",Metropolitan Statistical Area,156813,156808,156737,156885,156621,156129,155977,155022,154325,154128,153790,153401,-71,148,-264,-492,-152,-955,-697,-197,-338,-389,481,1944,1818,1834,1868,1791,1716,1727,1697,1696,426,1611,1673,1653,1700,1844,1718,1818,1708,1688,55,333,145,181,168,-53,-2,-91,-11,8,85,333,451,408,396,337,424,310,215,216,-204,-514,-855,-1091,-705,-1238,-1119,-411,-537,-608,-119,-181,-404,-683,-309,-901,-695,-101,-322,-392,-7,-4,-5,10,-11,-1,0,-5,-5,-5
35840,,,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,702281,702312,703354,709775,720281,731796,747228,767309,788341,805186,820716,836995,1042,6421,10506,11515,15432,20081,21032,16845,15530,16279,1472,6155,6405,6172,6291,6542,6377,6323,6324,6317,2035,8396,8522,8551,8681,9285,9479,9796,10092,10461,-563,-2241,-2117,-2379,-2390,-2743,-3102,-3473,-3768,-4144,329,1614,1421,1476,1668,2312,2788,2774,1870,1434,1292,7057,10930,12218,15732,20246,21263,17484,17390,18899,1621,8671,12351,13694,17400,22558,24051,20258,19260,20333,-16,-9,272,200,422,266,83,60,38,90
35980,,,"Norwich-New London, CT",Metropolitan Statistical Area,274055,274070,274004,273037,274091,272976,271462,269636,268403,267419,266285,265206,-66,-967,1054,-1115,-1514,-1826,-1233,-984,-1134,-1079,657,2765,2862,2693,2678,2675,2626,2635,2550,2502,546,2235,2331,2391,2359,2462,2430,2534,2477,2521,111,530,531,302,319,213,196,101,73,-19,240,812,1144,605,796,774,518,419,477,326,-416,-2318,-567,-2039,-2672,-2836,-1948,-1507,-1684,-1385,-176,-1506,577,-1434,-1876,-2062,-1430,-1088,-1207,-1059,-1,9,-54,17,43,23,1,3,0,-1
36100,,,"Ocala, FL",Metropolitan Statistical Area,331298,331299,331331,332286,333873,335083,338005,342182,347469,353339,359062,365579,32,955,1587,1210,2922,4177,5287,5870,5723,6517,761,3354,3393,3259,3380,3478,3533,3494,3502,3495,999,4346,4426,4651,4712,4789,4910,5120,5320,5162,-238,-992,-1033,-1392,-1332,-1311,-1377,-1626,-1818,-1667,107,439,406,433,474,456,540,584,668,15,204,1523,2202,2179,3730,4999,6117,6898,6857,8136,311,1962,2608,2612,4204,5455,6657,7482,7525,8151,-41,-15,12,-10,50,33,7,14,16,33
36140,,,"Ocean City, NJ",Metropolitan Statistical Area,97265,97257,97212,96494,96228,95498,94907,94160,93655,93129,92446,92039,-45,-718,-266,-730,-591,-747,-505,-526,-683,-407,236,890,959,887,926,922,862,791,759,734,351,1277,1246,1384,1288,1302,1265,1319,1316,1299,-115,-387,-287,-497,-362,-380,-403,-528,-557,-565,32,145,163,108,113,146,121,118,129,-15,52,-473,-121,-331,-327,-507,-216,-107,-248,181,84,-328,42,-223,-214,-361,-95,11,-119,166,-14,-3,-21,-10,-15,-6,-7,-9,-7,-8
36220,,,"Odessa, TX",Metropolitan Statistical Area,137130,137136,137075,139642,144495,149656,154588,159903,157858,156951,161960,166223,-61,2567,4853,5161,4932,5315,-2045,-907,5009,4263,578,2407,2587,2845,3039,3168,2907,2717,2885,2915,218,1241,1112,1180,1149,1202,1147,1196,1262,1228,360,1166,1475,1665,1890,1966,1760,1521,1623,1687,-27,8,130,173,311,417,435,343,268,238,-411,1388,3139,3233,2644,2886,-4258,-2786,3106,2324,-438,1396,3269,3406,2955,3303,-3823,-2443,3374,2562,17,5,109,90,87,46,18,15,12,14
36260,,,"Ogden-Clearfield, UT",Metropolitan Statistical Area,597159,597162,599740,605591,612185,621224,630767,640334,652476,664040,673660,683864,2578,5851,6594,9039,9543,9567,12142,11564,9620,10204,2909,10807,10688,10829,10567,10841,10737,10367,10198,10133,817,3345,3437,3606,3704,3953,3999,4113,3993,3768,2092,7462,7251,7223,6863,6888,6738,6254,6205,6365,142,207,817,378,605,359,671,767,393,433,372,-1808,-1427,1489,2132,2371,4744,4551,3027,3402,514,-1601,-610,1867,2737,2730,5415,5318,3420,3835,-28,-10,-47,-51,-57,-51,-11,-8,-5,4
36420,,,"Oklahoma City, OK",Metropolitan Statistical Area,1252987,1253002,1257793,1277045,1297857,1320148,1336256,1357178,1372985,1381492,1393605,1408950,4791,19252,20812,22291,16108,20922,15807,8507,12113,15345,4626,18372,18359,19168,18893,19233,19043,18396,17773,17576,2436,11034,10703,11282,11458,11410,11566,11806,12094,12037,2190,7338,7656,7886,7435,7823,7477,6590,5679,5539,561,3053,3087,2738,2895,4048,3141,1709,1674,1778,1979,8834,9892,11475,5702,9043,5227,243,4801,8034,2540,11887,12979,14213,8597,13091,8368,1952,6475,9812,61,27,177,192,76,8,-38,-35,-41,-6
36500,,,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,252264,252260,253001,256386,258527,261852,264909,267978,273714,280269,286056,290536,741,3385,2141,3325,3057,3069,5736,6555,5787,4480,763,3002,3127,3104,3132,3153,3139,3105,3132,3135,475,1906,1930,2038,1989,2198,2154,2263,2386,2377,288,1096,1197,1066,1143,955,985,842,746,758,164,420,790,514,663,682,504,520,363,362,295,1864,218,1739,1278,1442,4231,5174,4659,3351,459,2284,1008,2253,1941,2124,4735,5694,5022,3713,-6,5,-64,6,-27,-10,16,19,19,9
36540,,,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,865350,865347,867671,876022,884555,893864,903335,913073,923431,931987,940970,949442,2324,8351,8533,9309,9471,9738,10358,8556,8983,8472,3315,13049,13150,13176,13436,13622,13514,13270,12926,12848,1525,6283,6267,6704,6669,6953,6693,7110,6895,6931,1790,6766,6883,6472,6767,6669,6821,6160,6031,5917,336,959,1658,1553,2413,1938,2885,2095,1431,1517,176,644,41,1353,454,1223,696,338,1544,1068,512,1603,1699,2906,2867,3161,3581,2433,2975,2585,22,-18,-49,-69,-163,-92,-44,-37,-23,-30
36740,,,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,2134411,2134399,2139161,2176054,2225636,2270149,2324391,2388509,2455583,2517777,2574838,2608147,4762,36893,49582,44513,54242,64118,67074,62194,57061,33309,6355,26289,26828,27230,27734,28290,28818,29127,29483,29522,3584,14759,14698,15782,15875,16828,17280,18118,19419,19458,2771,11530,12130,11448,11859,11462,11538,11009,10064,10064,2645,14456,14339,15492,19179,22753,25991,27848,29776,9517,-593,10906,22628,17454,22904,29643,29458,23275,17207,13710,2052,25362,36967,32946,42083,52396,55449,51123,46983,23227,-61,1,485,119,300,260,87,62,14,18
36780,,,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,166994,167000,167073,167493,168525,169283,169324,169246,169629,170394,170878,171907,73,420,1032,758,41,-78,383,765,484,1029,504,1876,1924,1898,1829,1828,1910,1930,1782,1783,364,1449,1424,1424,1404,1470,1467,1528,1510,1497,140,427,500,474,425,358,443,402,272,286,22,34,98,134,129,167,167,167,118,65,-73,-35,455,179,-485,-596,-221,203,100,683,-51,-1,553,313,-356,-429,-54,370,218,748,-16,-6,-21,-29,-28,-7,-6,-7,-6,-5
36980,,,"Owensboro, KY",Metropolitan Statistical Area,114752,114746,114770,115255,115972,116373,116529,117521,118092,118455,118879,119440,24,485,717,401,156,992,571,363,424,561,363,1520,1577,1518,1561,1562,1598,1570,1553,1516,329,1160,1134,1215,1200,1265,1225,1337,1271,1234,34,360,443,303,361,297,373,233,282,282,11,38,76,136,123,225,218,182,40,42,-8,91,218,-23,-311,477,-14,-45,107,241,3,129,294,113,-188,702,204,137,147,283,-13,-4,-20,-15,-17,-7,-6,-7,-5,-4
37100,,,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,823318,823398,825097,830099,833516,838136,842297,845802,847323,849044,848142,846006,1699,5002,3417,4620,4161,3505,1521,1721,-902,-2136,2767,11008,10529,10533,10330,10313,9834,9558,9233,9161,1266,5082,5008,5361,5337,5625,5632,5782,6161,6241,1501,5926,5521,5172,4993,4688,4202,3776,3072,2920,119,485,562,1058,1306,1456,1408,689,27,140,173,-1395,-2621,-1528,-2034,-2574,-4076,-2724,-3998,-5193,292,-910,-2059,-470,-728,-1118,-2668,-2035,-3971,-5053,-94,-14,-45,-82,-104,-65,-13,-20,-3,-3
37340,,,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,543376,543372,543965,544359,546966,550255,555548,565746,576874,587769,595203,601942,593,394,2607,3289,5293,10198,11128,10895,7434,6739,1166,5045,5118,5012,5233,5199,5263,5279,5236,5258,1362,6189,6116,6542,6515,7006,7064,7497,7821,7468,-196,-1144,-998,-1530,-1282,-1807,-1801,-2218,-2585,-2210,227,871,1020,950,1130,1146,1298,1332,1035,429,603,697,2663,3886,5410,10752,11594,11740,8971,8509,830,1568,3683,4836,6540,11898,12892,13072,10006,8938,-41,-30,-78,-17,35,107,37,41,13,11
37460,,,"Panama City, FL",Metropolitan Statistical Area,168852,168850,169206,169555,171757,174596,178289,181488,183634,184736,186240,174705,356,349,2202,2839,3693,3199,2146,1102,1504,-11535,516,2115,2284,2279,2243,2396,2371,2303,2267,2222,401,1609,1576,1761,1844,1962,1872,1978,2070,1989,115,506,708,518,399,434,499,325,197,233,76,180,429,274,406,638,634,587,437,277,168,-330,1059,2009,2816,2108,1015,199,868,-12080,244,-150,1488,2283,3222,2746,1649,786,1305,-11803,-3,-7,6,38,72,19,-2,-9,2,35
37620,,,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,92673,92667,92698,92643,92390,92360,92259,92139,91476,90846,89991,89339,31,-55,-253,-30,-101,-120,-663,-630,-855,-652,285,1050,943,1046,1100,1046,1023,981,959,916,298,1108,1049,1062,1104,1202,1151,1145,1144,1132,-13,-58,-106,-16,-4,-156,-128,-164,-185,-216,-4,4,-8,-21,-18,-4,-7,-16,-24,-24,57,4,-121,22,-59,53,-528,-446,-643,-413,53,8,-129,1,-77,49,-535,-462,-667,-437,-9,-5,-18,-15,-20,-13,0,-4,-3,1
37860,,,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,448991,448991,450946,455139,461613,467086,470628,475537,481367,487298,494399,502629,1955,4193,6474,5473,3542,4909,5830,5931,7101,8230,1450,5611,5784,5694,5673,5673,5860,5931,5807,5775,1028,4244,4312,4478,4340,4678,4712,4783,5240,5228,422,1367,1472,1216,1333,995,1148,1148,567,547,275,364,1567,843,723,1023,719,439,-49,136,1161,2452,3372,3373,1538,2902,3968,4341,6561,7513,1436,2816,4939,4216,2261,3925,4687,4780,6512,7649,97,10,63,41,-52,-11,-5,3,22,34
37900,,,"Peoria, IL",Metropolitan Statistical Area,416255,416253,416051,416687,416866,418092,415479,412856,410754,406913,403328,400561,-202,636,179,1226,-2613,-2623,-2102,-3841,-3585,-2767,1255,5231,5150,5386,5341,5216,5101,4927,4904,4733,913,4230,4208,4216,4219,4438,4352,4405,4334,4351,342,1001,942,1170,1122,778,749,522,570,382,88,421,461,471,384,438,397,462,354,339,-636,-774,-1169,-357,-4176,-3858,-3247,-4841,-4515,-3488,-548,-353,-708,114,-3792,-3420,-2850,-4379,-4161,-3149,4,-12,-55,-58,57,19,-1,16,6,0
37980,,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,5965343,5965677,5970899,5996232,6016616,6030134,6046382,6056816,6066661,6078522,6091208,6102434,5222,25333,20384,13518,16248,10434,9845,11861,12686,11226,18403,74014,73188,71909,72687,71806,70217,69073,68811,68207,12692,52641,51846,53897,52656,54353,53768,56509,57304,57334,5711,21373,21342,18012,20031,17453,16449,12564,11507,10873,3523,16660,14803,17435,19653,19121,21446,17640,15632,10719,-3531,-12566,-14985,-21514,-22898,-25823,-27921,-18090,-14219,-10044,-8,4094,-182,-4079,-3245,-6702,-6475,-450,1413,675,-481,-134,-776,-415,-538,-317,-129,-253,-234,-322
38060,,,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,4192887,4193129,4204204,4253037,4329756,4403121,4488970,4578519,4673336,4758748,4849209,4948203,11075,48833,76719,73365,85849,89549,94817,85412,90461,98994,14291,58288,58826,59269,59168,60171,58943,57707,56971,57290,6949,28295,28514,29907,29675,31261,33323,33489,35949,36353,7342,29993,30312,29362,29493,28910,25620,24218,21022,20937,1898,12759,11230,13437,15925,13685,15425,10251,6168,6007,1980,6079,34672,30360,39914,46659,53626,50769,62999,71657,3878,18838,45902,43797,55839,60344,69051,61020,69167,77664,-145,2,505,206,517,295,146,174,272,393
38220,,,"Pine Bluff, AR",Metropolitan Statistical Area,100258,100289,100107,99052,97423,95769,94882,94022,92380,90875,89246,87804,-182,-1055,-1629,-1654,-887,-860,-1642,-1505,-1629,-1442,304,1182,1126,1138,1158,1130,1089,1056,999,963,263,988,1046,1122,1028,1110,1131,1130,1078,1061,41,194,80,16,130,20,-42,-74,-79,-98,2,14,19,10,13,41,39,32,6,6,-234,-1277,-1788,-1719,-1040,-920,-1645,-1469,-1564,-1352,-232,-1263,-1769,-1709,-1027,-879,-1606,-1437,-1558,-1346,9,14,60,39,10,-1,6,6,8,2
38300,,,"Pittsburgh, PA",Metropolitan Statistical Area,2356285,2356294,2357090,2360417,2360443,2359803,2356189,2347757,2340222,2329004,2322653,2317600,796,3327,26,-640,-3614,-8432,-7535,-11218,-6351,-5053,6153,23838,23837,23954,23784,23865,23897,23292,22969,22570,6174,27255,26869,27682,26787,28181,26924,28708,27719,27387,-21,-3417,-3032,-3728,-3003,-4316,-3027,-5416,-4750,-4817,593,3015,2793,3606,4164,3588,4238,3299,2803,2555,500,3803,666,-239,-4384,-7508,-8654,-9028,-4302,-2658,1093,6818,3459,3367,-220,-3920,-4416,-5729,-1499,-103,-276,-74,-401,-279,-391,-196,-92,-73,-102,-133
38340,,,"Pittsfield, MA",Metropolitan Statistical Area,131219,131274,131317,130547,130284,129488,128856,127858,127067,126353,125901,124944,43,-770,-263,-796,-632,-998,-791,-714,-452,-957,265,1187,1185,1064,1101,1077,1030,968,1015,993,289,1429,1399,1566,1459,1483,1506,1525,1581,1460,-24,-242,-214,-502,-358,-406,-476,-557,-566,-467,50,161,269,262,297,322,285,334,267,175,37,-690,-300,-551,-563,-912,-595,-488,-145,-662,87,-529,-31,-289,-266,-590,-310,-154,122,-487,-20,1,-18,-5,-8,-2,-5,-3,-8,-3
38540,,,"Pocatello, ID",Metropolitan Statistical Area,90656,90661,90892,91421,91585,91246,91265,91871,92357,93088,94374,95489,231,529,164,-339,19,606,486,731,1286,1115,387,1556,1413,1463,1411,1442,1353,1341,1239,1285,121,708,717,725,790,768,772,769,805,770,266,848,696,738,621,674,581,572,434,515,4,94,133,202,211,401,373,227,61,65,-33,-411,-664,-1299,-820,-464,-466,-63,790,533,-29,-317,-531,-1097,-609,-63,-93,164,851,598,-6,-2,-1,20,7,-5,-2,-5,1,2
38860,,,"Portland-South Portland, ME",Metropolitan Statistical Area,514098,514108,513911,516070,517632,519987,523989,525831,528912,531899,535232,538500,-197,2159,1562,2355,4002,1842,3081,2987,3333,3268,1325,4862,4939,4989,5015,4984,4996,4945,4882,4834,1018,4578,4392,4698,4684,5070,5067,5187,5122,5193,307,284,547,291,331,-86,-71,-242,-240,-359,162,616,261,948,1787,362,1107,323,464,463,-658,1274,860,1189,1948,1615,2063,2911,3111,3174,-496,1890,1121,2137,3735,1977,3170,3234,3575,3637,-8,-15,-106,-73,-64,-49,-18,-5,-2,-10
38900,,,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,2226009,2226003,2232181,2262834,2288465,2311015,2343994,2381660,2426575,2454815,2473350,2492412,6178,30653,25631,22550,32979,37666,44915,28240,18535,19062,7126,27756,27544,27669,27665,27983,27766,27196,26201,26204,3685,15659,15772,16293,16351,17337,17264,17962,17811,18458,3441,12097,11772,11376,11314,10646,10502,9234,8390,7746,1284,7691,3512,2956,5653,4689,10024,6213,3001,2960,1501,10825,10287,8245,15859,22121,24278,12800,7183,8374,2785,18516,13799,11201,21512,26810,34302,19013,10184,11334,-48,40,60,-27,153,210,111,-7,-39,-18
38940,,,"Port St. Lucie, FL",Metropolitan Statistical Area,424107,424107,425173,428287,431912,436425,443164,452841,463891,472864,481167,489297,1066,3114,3625,4513,6739,9677,11050,8973,8303,8130,1010,4282,4182,4107,4188,4240,4319,4329,4337,4340,1071,4379,4506,4640,4799,5048,5005,5174,5451,5527,-61,-97,-324,-533,-611,-808,-686,-845,-1114,-1187,210,829,693,750,948,1134,1345,1386,1024,674,909,2398,3265,4259,6279,9247,10356,8414,8383,8618,1119,3227,3958,5009,7227,10381,11701,9800,9407,9292,8,-16,-9,37,123,104,35,18,10,25
