CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,NPOPCHG2017,NPOPCHG2018,NPOPCHG2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019
19140,,,"Dalton, GA",Metropolitan Statistical Area,142227,142233,142278,142285,142259,141906,142298,143099,143753,144037,144192,144724,45,7,-26,-353,392,801,654,284,155,532,488,1970,1903,1878,1902,1884,1911,1892,1814,1780,230,1075,1108,1170,1185,1132,1242,1253,1225,1253,258,895,795,708,717,752,669,639,589,527,-45,-84,5,10,-23,215,300,114,71,62,-165,-802,-826,-1078,-278,-150,-309,-468,-504,-54,-210,-886,-821,-1068,-301,65,-9,-354,-433,8,-3,-2,0,7,-24,-16,-6,-1,-1,-3
19180,,,"Danville, IL",Metropolitan Statistical Area,81625,81625,81640,81414,80862,80585,79783,79170,78494,77689,76702,75758,15,-226,-552,-277,-802,-613,-676,-805,-987,-944,272,1089,1073,1069,1025,1015,1047,953,991,918,163,1029,932,963,969,1034,971,988,974,945,109,60,141,106,56,-19,76,-35,17,-27,6,21,15,18,29,31,24,33,18,19,-96,-306,-716,-396,-897,-625,-777,-804,-1021,-937,-90,-285,-701,-378,-868,-594,-753,-771,-1003,-918,-4,-1,8,-5,10,0,1,1,-1,1
19300,,,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,182265,182265,183112,186558,190145,194885,199183,202939,207601,212521,217855,223234,847,3446,3587,4740,4298,3756,4662,4920,5334,5379,516,2189,2093,2160,2212,2257,2300,2300,2310,2304,533,1829,1885,1900,1987,2098,2022,2099,2312,2326,-17,360,208,260,225,159,278,201,-2,-22,36,177,239,204,113,131,180,86,97,80,782,2899,3055,4176,3864,3433,4188,4619,5224,5297,818,3076,3294,4380,3977,3564,4368,4705,5321,5377,46,10,85,100,96,33,16,14,15,24
19340,,,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,379690,379681,379743,380685,382431,383843,384070,383381,382178,381103,380044,379172,62,942,1746,1412,227,-689,-1203,-1075,-1059,-872,1175,4757,4829,4690,4862,4860,4792,4603,4384,4349,776,3669,3702,3739,3644,3830,3790,3951,3861,3789,399,1088,1127,951,1218,1030,1002,652,523,560,79,498,513,761,786,632,556,615,407,362,-410,-640,141,-298,-1753,-2340,-2757,-2335,-1983,-1787,-331,-142,654,463,-967,-1708,-2201,-1720,-1576,-1425,-6,-4,-35,-2,-24,-11,-4,-7,-6,-7
19430,,,"Dayton-Kettering, OH",Metropolitan Statistical Area,799232,799280,799672,800858,801603,801390,801017,800124,801661,803233,805088,807611,392,1186,745,-213,-373,-893,1537,1572,1855,2523,2436,9422,9698,9600,9674,9667,9707,9677,9511,9391,1783,7945,7983,8245,8239,8577,8714,9075,8826,8506,653,1477,1715,1355,1435,1090,993,602,685,885,313,1100,1618,2007,1660,1922,1848,1447,773,785,-501,-1387,-2496,-3559,-3413,-3870,-1260,-438,442,896,-188,-287,-878,-1552,-1753,-1948,588,1009,1215,1681,-73,-4,-92,-16,-55,-35,-44,-39,-45,-43
19460,,,"Decatur, AL",Metropolitan Statistical Area,153829,153827,153950,154075,153908,153146,152888,152392,152233,151981,152144,152603,123,125,-167,-762,-258,-496,-159,-252,163,459,460,1849,1771,1767,1765,1729,1796,1839,1785,1751,352,1661,1602,1624,1647,1669,1751,1718,1829,1744,108,188,169,143,118,60,45,121,-44,7,19,137,76,9,77,110,213,102,145,110,16,-196,-395,-912,-441,-657,-415,-472,69,354,35,-59,-319,-903,-364,-547,-202,-370,214,464,-20,-4,-17,-2,-12,-9,-2,-3,-7,-12
19500,,,"Decatur, IL",Metropolitan Statistical Area,110768,110777,110787,110684,110134,109561,108515,107343,106383,105399,104504,104009,10,-103,-550,-573,-1046,-1172,-960,-984,-895,-495,358,1386,1317,1387,1352,1382,1349,1257,1321,1258,249,1173,1185,1176,1267,1335,1229,1214,1271,1223,109,213,132,211,85,47,120,43,50,35,21,60,65,58,62,44,35,50,34,34,-117,-373,-748,-845,-1213,-1269,-1118,-1079,-977,-564,-96,-313,-683,-787,-1151,-1225,-1083,-1029,-943,-530,-3,-3,1,3,20,6,3,2,-2,0
19660,,,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,590289,590288,590506,591926,594969,600236,608604,621166,635859,647867,658186,668365,218,1420,3043,5267,8368,12562,14693,12008,10319,10179,1394,5394,5557,5425,5557,5659,5787,5783,5768,5740,1778,7171,7301,7622,7761,8046,8122,8550,8988,8563,-384,-1777,-1744,-2197,-2204,-2387,-2335,-2767,-3220,-2823,183,1046,974,1179,1254,1388,1571,1649,1579,441,474,2175,3821,6207,9115,13396,15386,13073,11929,12512,657,3221,4795,7386,10369,14784,16957,14722,13508,12953,-55,-24,-8,78,203,165,71,53,31,49
19740,,,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,2543482,2543608,2554523,2602918,2650274,2700529,2753973,2812896,2856755,2891776,2931665,2967239,10915,48395,47356,50255,53444,58923,43859,35021,39889,35574,8898,34791,33963,34372,34827,35169,35263,34684,34046,34138,3874,15244,15760,16189,16125,17348,17587,17906,18648,19203,5024,19547,18203,18183,18702,17821,17676,16778,15398,14935,1311,7974,6329,5612,6010,8242,6195,5641,7417,7266,4303,20737,22176,25831,27986,32366,19854,12529,16948,13265,5614,28711,28505,31443,33996,40608,26049,18170,24365,20531,277,137,648,629,746,494,134,73,126,108
19780,,,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,606475,606474,608930,618299,626778,637846,649652,659522,671055,681413,690915,699292,2456,9369,8479,11068,11806,9870,11533,10358,9502,8377,2252,8633,9032,9216,9291,9449,9518,9615,9213,9311,1116,4460,4450,4647,4680,5007,4844,5455,5023,5175,1136,4173,4582,4569,4611,4442,4674,4160,4190,4136,458,1872,1167,1793,1666,1208,1222,1299,512,519,835,3311,2716,4619,5463,4211,5629,4888,4793,3718,1293,5183,3883,6412,7129,5419,6851,6187,5305,4237,27,13,14,87,66,9,8,11,7,4
19820,,,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,4296250,4296227,4291508,4291696,4300864,4305587,4311194,4309673,4316260,4321593,4322084,4319629,-4719,188,9168,4723,5607,-1521,6587,5333,491,-2455,12739,50155,49886,49893,50808,50370,50519,50097,49350,48879,9546,39638,38933,40627,39849,41963,41135,41999,42102,42151,3193,10517,10953,9266,10959,8407,9384,8098,7248,6728,2436,12268,13310,13293,13240,12612,16208,12259,7765,7516,-10785,-22644,-14853,-18143,-18414,-22420,-18923,-14918,-14470,-16655,-8349,-10376,-1543,-4850,-5174,-9808,-2715,-2659,-6705,-9139,437,47,-242,307,-178,-120,-82,-106,-52,-44
20020,,,"Dothan, AL",Metropolitan Statistical Area,145639,145640,145871,146621,147448,147449,147830,147992,147784,147878,148249,149358,231,750,827,1,381,162,-208,94,371,1109,438,1836,1822,1747,1734,1731,1774,1824,1765,1749,408,1474,1589,1667,1572,1658,1676,1777,1727,1715,30,362,233,80,162,73,98,47,38,34,9,33,29,35,24,22,32,11,15,3,198,362,569,-97,221,85,-332,47,324,1077,207,395,598,-62,245,107,-300,58,339,1080,-6,-7,-4,-17,-26,-18,-6,-11,-6,-5
20100,,,"Dover, DE",Metropolitan Statistical Area,162310,162350,162956,165110,167297,169038,171456,173128,174542,176499,178540,180786,606,2154,2187,1741,2418,1672,1414,1957,2041,2246,570,2211,2190,2189,2254,2254,2261,2214,2178,2127,329,1373,1382,1492,1478,1558,1565,1649,1694,1757,241,838,808,697,776,696,696,565,484,370,67,216,332,309,252,395,281,159,54,62,288,1098,1040,747,1371,594,444,1237,1502,1812,355,1314,1372,1056,1623,989,725,1396,1556,1874,10,2,7,-12,19,-13,-7,-4,1,2
20220,,,"Dubuque, IA",Metropolitan Statistical Area,93653,93643,93929,94593,95159,95945,96481,96850,96763,97066,96922,97311,286,664,566,786,536,369,-87,303,-144,389,316,1161,1162,1171,1285,1236,1230,1130,1182,1136,163,868,865,916,940,952,864,905,922,907,153,293,297,255,345,284,366,225,260,229,19,107,52,101,84,77,122,131,62,60,120,265,234,433,127,21,-574,-48,-465,106,139,372,286,534,211,98,-452,83,-403,166,-6,-1,-17,-3,-20,-13,-1,-5,-1,-6
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,290637,290636,290542,290594,290176,290193,290261,289741,289395,289108,289260,288732,-94,52,-418,17,68,-520,-346,-287,152,-528,750,3003,3035,2978,2926,2928,2869,2845,2784,2746,734,3051,2952,3051,2987,2991,3073,3026,3008,3016,16,-48,83,-73,-61,-63,-204,-181,-224,-270,41,163,176,194,220,247,216,129,75,76,-121,-54,-635,-54,-42,-669,-346,-214,308,-319,-80,109,-459,140,178,-422,-130,-85,383,-243,-30,-9,-42,-50,-49,-35,-12,-21,-7,-15
20500,,,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,564273,564193,566267,572520,581735,590364,599236,607706,618222,625678,637501,644367,2074,6253,9215,8629,8872,8470,10516,7456,11823,6866,1834,7151,7122,7080,7123,7185,7111,7045,7067,7029,908,4086,3897,4118,4181,4376,4304,4694,4703,4907,926,3065,3225,2962,2942,2809,2807,2351,2364,2122,473,1386,1985,2179,2009,2140,2406,2608,1971,1848,634,1785,3908,3440,3833,3477,5280,2495,7455,2886,1107,3171,5893,5619,5842,5617,7686,5103,9426,4734,41,17,97,48,88,44,23,2,33,10
20700,,,"East Stroudsburg, PA",Metropolitan Statistical Area,169842,169841,169849,169891,168628,167355,167285,166481,166220,167895,169294,170271,8,42,-1263,-1273,-70,-804,-261,1675,1399,977,334,1383,1328,1349,1383,1394,1443,1506,1537,1545,337,1251,1280,1352,1367,1413,1502,1467,1543,1618,-3,132,48,-3,16,-19,-59,39,-6,-73,33,215,200,235,372,274,352,285,289,153,-9,-304,-1549,-1540,-450,-1061,-552,1360,1130,911,24,-89,-1349,-1305,-78,-787,-200,1645,1419,1064,-13,-1,38,35,-8,2,-2,-9,-14,-14
20740,,,"Eau Claire, WI",Metropolitan Statistical Area,161151,161383,161655,162886,163892,164822,165023,165501,166430,167329,168464,169304,272,1231,1006,930,201,478,929,899,1135,840,450,1894,1961,1873,1918,1964,1915,1893,1789,1808,227,1239,1271,1370,1427,1526,1528,1456,1337,1332,223,655,690,503,491,438,387,437,452,476,14,40,87,155,136,128,142,150,94,95,50,537,243,285,-412,-69,408,319,596,275,64,577,330,440,-276,59,550,469,690,370,-15,-1,-14,-13,-14,-19,-8,-7,-7,-6
20940,,,"El Centro, CA",Metropolitan Statistical Area,174528,174524,174716,175786,176575,176438,177974,178937,180179,181649,181523,181215,192,1070,789,-137,1536,963,1242,1470,-126,-308,688,3130,3016,3016,3167,3292,3115,2981,2761,2728,181,977,955,969,1021,1033,1126,1022,1121,1079,507,2153,2061,2047,2146,2259,1989,1959,1640,1649,-64,-93,-42,217,342,571,781,284,34,33,-266,-991,-1249,-2472,-951,-1879,-1531,-767,-1808,-2000,-330,-1084,-1291,-2255,-609,-1308,-750,-483,-1774,-1967,15,1,19,71,-1,12,3,-6,8,10
21060,,,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,148338,148331,149833,151319,151501,152228,151675,148107,148941,150390,153201,153928,1502,1486,182,727,-553,-3568,834,1449,2811,727,527,2203,1898,2070,2027,1963,1877,1821,1923,1888,360,1255,1157,1240,1244,1350,1342,1307,1356,1382,167,948,741,830,783,613,535,514,567,506,152,153,635,442,277,335,171,101,-33,-76,1102,378,-1194,-535,-1655,-4592,131,843,2278,303,1254,531,-559,-93,-1378,-4257,302,944,2245,227,81,7,0,-10,42,76,-3,-9,-1,-6
21140,,,"Elkhart-Goshen, IN",Metropolitan Statistical Area,197559,197569,197451,198279,198968,200205,201423,202995,203642,204194,205617,206341,-118,828,689,1237,1218,1572,647,552,1423,724,736,3053,2984,3019,3039,3184,3160,3063,3089,3054,318,1516,1661,1651,1622,1733,1691,1800,1651,1669,418,1537,1323,1368,1417,1451,1469,1263,1438,1385,3,-31,64,93,85,56,180,98,228,209,-563,-675,-685,-204,-248,87,-999,-806,-238,-870,-560,-706,-621,-111,-163,143,-819,-708,-10,-661,24,-3,-13,-20,-36,-22,-3,-3,-5,0
21300,,,"Elmira, NY",Metropolitan Statistical Area,88830,88847,88895,88899,89137,88199,87177,86705,85644,84736,83935,83456,48,4,238,-938,-1022,-472,-1061,-908,-801,-479,253,1024,1047,1023,918,1026,961,905,871,859,197,972,914,923,874,1000,937,1062,971,943,56,52,133,100,44,26,24,-157,-100,-84,15,48,57,40,39,43,44,29,24,17,-12,-93,70,-1100,-1129,-537,-1133,-784,-726,-411,3,-45,127,-1060,-1090,-494,-1089,-755,-702,-394,-11,-3,-22,22,24,-4,4,4,1,-1
21340,,,"El Paso, TX",Metropolitan Statistical Area,804123,804109,807048,823308,835667,834203,837089,835439,839203,842005,841613,844124,2939,16260,12359,-1464,2886,-1650,3764,2802,-392,2511,3302,13869,13976,13724,13603,13739,13332,12730,11643,11654,1131,4793,4833,4855,4940,5315,5253,5276,5553,5569,2171,9076,9143,8869,8663,8424,8079,7454,6090,6085,339,2029,3810,2232,2744,2871,2563,1019,321,225,470,5143,-406,-12825,-8600,-13083,-6885,-5667,-6805,-3800,809,7172,3404,-10593,-5856,-10212,-4322,-4648,-6484,-3575,-41,12,-188,260,79,138,7,-4,2,1
21420,,,"Enid, OK",Metropolitan Statistical Area,60580,60580,60765,60763,61399,62370,62790,63248,62493,61600,61095,61056,185,-2,636,971,420,458,-755,-893,-505,-39,245,933,920,947,995,1035,968,911,866,864,146,709,641,715,697,689,711,730,648,621,99,224,279,232,298,346,257,181,218,243,49,277,258,150,115,133,215,141,156,147,41,-504,109,586,16,-14,-1230,-1218,-879,-430,90,-227,367,736,131,119,-1015,-1077,-723,-283,-4,1,-10,3,-9,-7,3,3,0,1
21500,,,"Erie, PA",Metropolitan Statistical Area,280566,280584,280799,281327,281532,280717,279423,278174,276170,273558,271544,269728,215,528,205,-815,-1294,-1249,-2004,-2612,-2014,-1816,830,3269,3236,3154,3183,3167,3098,3112,2900,2855,545,2802,2822,2888,2819,2933,2856,3050,2832,2801,285,467,414,266,364,234,242,62,68,54,71,487,830,536,520,471,855,716,669,525,-114,-417,-1015,-1625,-2202,-1954,-3110,-3407,-2755,-2397,-43,70,-185,-1089,-1682,-1483,-2255,-2691,-2086,-1872,-27,-9,-24,8,24,0,9,17,4,2
21660,,,"Eugene-Springfield, OR",Metropolitan Statistical Area,351715,351705,351920,354034,355075,355481,358027,361946,368874,375264,378549,382067,215,2114,1041,406,2546,3919,6928,6390,3285,3518,945,3468,3476,3453,3640,3707,3575,3435,3465,3425,729,3123,3410,3308,3384,3525,3507,3649,3735,3631,216,345,66,145,256,182,68,-214,-270,-206,161,1106,510,252,610,418,984,554,227,230,-120,674,536,77,1718,3301,5851,6018,3323,3487,41,1780,1046,329,2328,3719,6835,6572,3550,3717,-42,-11,-71,-68,-38,18,25,32,5,7
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,311552,311548,311802,312698,313422,314331,314859,314983,315283,314791,314660,315086,254,896,724,909,528,124,300,-492,-131,426,990,3766,3787,3785,3679,3768,3714,3617,3543,3448,831,3059,2963,3245,3166,3327,3234,3413,3238,3287,159,707,824,540,513,441,480,204,305,161,49,183,269,205,172,128,247,142,273,274,73,14,-333,199,-109,-417,-409,-823,-700,5,122,197,-64,404,63,-289,-162,-681,-427,279,-27,-8,-36,-35,-48,-28,-18,-15,-9,-14
21820,,,"Fairbanks, AK",Metropolitan Statistical Area,97581,97585,98264,98120,100311,100933,99254,99636,100633,99675,98565,96849,679,-144,2191,622,-1679,382,997,-958,-1110,-1716,482,1778,1597,1711,1699,1697,1699,1640,1600,1533,116,447,449,472,433,494,488,496,527,506,366,1331,1148,1239,1266,1203,1211,1144,1073,1027,88,122,420,464,214,476,324,238,-23,16,197,-1607,571,-1071,-3241,-1304,-535,-2348,-2166,-2763,285,-1485,991,-607,-3027,-828,-211,-2110,-2189,-2747,28,10,52,-10,82,7,-3,8,6,4
22020,,,"Fargo, ND-MN",Metropolitan Statistical Area,208777,208777,209455,213222,217610,223360,227790,232891,237244,241511,244311,246145,678,3767,4388,5750,4430,5101,4353,4267,2800,1834,738,2992,3148,3208,3346,3423,3489,3534,3330,3362,371,1348,1254,1453,1457,1533,1501,1619,1611,1569,367,1644,1894,1755,1889,1890,1988,1915,1719,1793,215,720,509,625,499,1025,744,1310,511,516,100,1392,1928,3273,2004,2171,1616,1045,564,-468,315,2112,2437,3898,2503,3196,2360,2355,1075,48,-4,11,57,97,38,15,5,-3,6,-7
22140,,,"Farmington, NM",Metropolitan Statistical Area,130044,130045,130203,129711,129756,129467,129084,128246,127954,126917,125499,123958,158,-492,45,-289,-383,-838,-292,-1037,-1418,-1541,456,1921,1867,1933,1906,1856,1784,1590,1449,1410,201,878,896,901,939,1019,1014,1110,1109,1109,255,1043,971,1032,967,837,770,480,340,301,1,22,19,96,-1,4,-3,-3,-14,-12,-90,-1565,-952,-1439,-1368,-1693,-1060,-1521,-1746,-1837,-89,-1543,-933,-1343,-1369,-1689,-1063,-1524,-1760,-1849,-8,8,7,22,19,14,1,7,2,7
22180,,,"Fayetteville, NC",Metropolitan Statistical Area,481061,481011,490446,499149,502672,509180,510635,511976,516822,517527,522461,526719,9435,8703,3523,6508,1455,1341,4846,705,4934,4258,2030,8691,8387,8245,8789,8326,8208,8261,8192,8096,837,3354,3419,3589,3631,3722,3857,3895,4065,4111,1193,5337,4968,4656,5158,4604,4351,4366,4127,3985,552,628,3630,2294,1855,2205,1451,899,358,363,6755,2717,-5315,-432,-5636,-5514,-948,-4599,452,-92,7307,3345,-1685,1862,-3781,-3309,503,-3700,810,271,935,21,240,-10,78,46,-8,39,-3,2
22220,,,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,440121,440121,442301,452884,462291,471140,480513,491730,503806,515616,525239,534904,2180,10583,9407,8849,9373,11217,12076,11810,9623,9665,1687,6655,6890,6661,6849,6890,7111,7157,7153,7154,688,3098,3266,3266,3206,3577,3505,3622,3642,3560,999,3557,3624,3395,3643,3313,3606,3535,3511,3594,321,1686,1624,815,1324,1346,1692,1090,531,266,825,5308,4072,4561,4331,6487,6745,7147,5557,5777,1146,6994,5696,5376,5655,7833,8437,8237,6088,6043,35,32,87,78,75,71,33,38,24,28
22380,,,"Flagstaff, AZ",Metropolitan Statistical Area,134421,134426,134612,134275,136146,136699,137566,138962,140407,141001,142523,143476,186,-337,1871,553,867,1396,1445,594,1522,953,430,1803,1725,1681,1666,1677,1603,1559,1500,1513,165,723,726,740,709,784,831,884,902,901,265,1080,999,941,957,893,772,675,598,612,36,133,156,255,296,131,170,85,24,25,-105,-1559,672,-629,-364,370,501,-162,890,313,-69,-1426,828,-374,-68,501,671,-77,914,338,-10,9,44,-14,-22,2,2,-4,10,3
22420,,,"Flint, MI",Metropolitan Statistical Area,425790,425787,424953,422026,418193,415639,412859,410461,408926,407488,406688,405813,-834,-2927,-3833,-2554,-2780,-2398,-1535,-1438,-800,-875,1314,5215,4970,4914,5034,4818,4787,4752,4678,4600,1101,4138,4197,4226,4439,4694,4437,4666,4561,4557,213,1077,773,688,595,124,350,86,117,43,70,238,206,176,214,192,279,214,134,117,-1159,-4260,-4917,-3458,-3624,-2709,-2157,-1734,-1044,-1026,-1089,-4022,-4711,-3282,-3410,-2517,-1878,-1520,-910,-909,42,18,105,40,35,-5,-7,-4,-7,-9
22500,,,"Florence, SC",Metropolitan Statistical Area,205566,205576,205662,205800,206041,205986,206426,206235,205854,205476,205036,204911,86,138,241,-55,440,-191,-381,-378,-440,-125,606,2615,2629,2579,2502,2576,2486,2383,2445,2351,484,2274,2200,2424,2201,2284,2288,2478,2379,2398,122,341,429,155,301,292,198,-95,66,-47,15,60,41,36,75,95,106,126,137,128,-30,-260,-194,-209,106,-562,-679,-401,-639,-197,-15,-200,-153,-173,181,-467,-573,-275,-502,-69,-21,-3,-35,-37,-42,-16,-6,-8,-4,-9
22520,,,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,147137,147137,147261,147146,147232,147230,147462,146876,146922,147259,147608,147970,124,-115,86,-2,232,-586,46,337,349,362,401,1554,1515,1533,1533,1558,1571,1509,1524,1506,357,1772,1692,1848,1807,1842,1836,1895,1823,1855,44,-218,-177,-315,-274,-284,-265,-386,-299,-349,23,72,51,16,22,99,166,100,110,108,74,38,233,315,504,-386,154,630,541,611,97,110,284,331,526,-287,320,730,651,719,-17,-7,-21,-18,-20,-15,-9,-7,-3,-8
22540,,,"Fond du Lac, WI",Metropolitan Statistical Area,101633,101623,101576,101810,101788,101787,101977,101955,102211,102417,103001,103403,-47,234,-22,-1,190,-22,256,206,584,402,304,1097,1125,1125,1069,1075,1056,1101,1028,1068,253,916,910,976,940,939,887,949,968,911,51,181,215,149,129,136,169,152,60,157,11,69,114,204,190,187,167,161,88,74,-107,-12,-345,-349,-121,-341,-74,-104,441,179,-96,57,-231,-145,69,-154,93,57,529,253,-2,-4,-6,-5,-8,-4,-6,-3,-5,-8
22660,,,"Fort Collins, CO",Metropolitan Statistical Area,299630,299630,300441,305246,310842,316225,324008,333303,338984,344084,350660,356899,811,4805,5596,5383,7783,9295,5681,5100,6576,6239,843,3320,3406,3375,3494,3443,3443,3370,3289,3337,487,1870,1871,1989,1982,2257,2184,2412,2368,2295,356,1450,1535,1386,1512,1186,1259,958,921,1042,78,486,485,449,413,599,485,417,538,537,378,2855,3482,3479,5701,7388,3914,3704,5095,4638,456,3341,3967,3928,6114,7987,4399,4121,5633,5175,-1,14,94,69,157,122,23,21,22,22
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,248208,248240,248344,249236,249491,248569,248220,248820,249170,250231,250298,250368,104,892,255,-922,-349,600,350,1061,67,70,773,3233,3302,3087,3219,3223,3117,3182,3289,3228,589,2490,2559,2623,2615,2678,2693,2727,2823,2669,184,743,743,464,604,545,424,455,466,559,34,213,229,123,163,246,194,87,2,-24,-98,-61,-693,-1508,-1105,-165,-255,529,-394,-458,-64,152,-464,-1385,-942,81,-61,616,-392,-482,-16,-3,-24,-1,-11,-26,-13,-10,-7,-7
23060,,,"Fort Wayne, IN",Metropolitan Statistical Area,388621,388626,389298,392332,394225,396638,398591,400806,402887,405445,409126,413263,672,3034,1893,2413,1953,2215,2081,2558,3681,4137,1456,5648,5576,5543,5556,5664,5613,5641,5536,5564,642,3167,3245,3303,3340,3563,3516,3763,3494,3474,814,2481,2331,2240,2216,2101,2097,1878,2042,2090,190,795,779,614,547,400,687,449,769,759,-312,-227,-1173,-389,-748,-233,-686,252,886,1300,-122,568,-394,225,-201,167,1,701,1655,2059,-20,-15,-44,-52,-62,-53,-17,-21,-16,-12
23420,,,"Fresno, CA",Metropolitan Statistical Area,930450,930507,932039,939406,945045,951514,960567,969488,976830,985238,991950,999101,1532,7367,5639,6469,9053,8921,7342,8408,6712,7151,3898,16320,15944,15729,15854,15652,15250,14759,14696,14506,1591,5996,6267,6522,6322,6601,6567,7060,7460,7467,2307,10324,9677,9207,9532,9051,8683,7699,7236,7039,96,574,622,1025,1384,1900,1884,1180,495,479,-862,-3520,-4649,-3718,-1719,-1937,-3211,-438,-1009,-348,-766,-2946,-4027,-2693,-335,-37,-1327,742,-514,131,-9,-11,-11,-45,-144,-93,-14,-33,-10,-19
23460,,,"Gadsden, AL",Metropolitan Statistical Area,104430,104429,104459,104369,104278,103884,103399,102998,102855,103007,102611,102268,30,-90,-91,-394,-485,-401,-143,152,-396,-343,260,1251,1156,1146,1204,1155,1214,1230,1188,1175,287,1355,1408,1347,1386,1380,1407,1379,1464,1487,-27,-104,-252,-201,-182,-225,-193,-149,-276,-312,10,33,18,-7,15,38,63,29,37,37,60,-15,161,-169,-305,-204,-5,278,-154,-62,70,18,179,-176,-290,-166,58,307,-117,-25,-13,-4,-18,-17,-13,-10,-8,-6,-3,-6
23540,,,"Gainesville, FL",Metropolitan Statistical Area,305076,305076,305334,306979,308240,308865,311743,316031,321418,324485,327933,329128,258,1645,1261,625,2878,4288,5387,3067,3448,1195,855,3395,3582,3412,3452,3507,3464,3370,3434,3366,518,2466,2366,2509,2517,2619,2584,2727,2804,2838,337,929,1216,903,935,888,880,643,630,528,286,1254,969,1002,1169,1300,1432,1460,1075,800,-368,-537,-897,-1286,818,2099,3064,968,1742,-139,-82,717,72,-284,1987,3399,4496,2428,2817,661,3,-1,-27,6,-44,1,11,-4,1,6
23580,,,"Gainesville, GA",Metropolitan Statistical Area,179684,179724,180033,182269,184102,186431,189142,192245,196159,198953,201538,204441,309,2236,1833,2329,2711,3103,3914,2794,2585,2903,635,2615,2548,2470,2432,2616,2670,2605,2617,2586,220,1193,1253,1323,1373,1481,1466,1552,1571,1600,415,1422,1295,1147,1059,1135,1204,1053,1046,986,-1,3,48,105,186,313,418,190,136,73,-97,815,529,1088,1454,1646,2289,1545,1404,1830,-98,818,577,1193,1640,1959,2707,1735,1540,1903,-8,-4,-39,-11,12,9,3,6,-1,14
23900,,,"Gettysburg, PA",Metropolitan Statistical Area,101407,101428,101479,101474,101254,101137,101353,101808,101911,102562,103062,103009,51,-5,-220,-117,216,455,103,651,500,-53,269,1049,962,1096,1065,1031,998,981,985,960,201,921,917,1026,968,1033,1050,1003,1075,1013,68,128,45,70,97,-2,-52,-22,-90,-53,5,13,27,18,64,86,160,41,76,54,-12,-144,-282,-198,72,385,-1,637,519,-50,-7,-131,-255,-180,136,471,159,678,595,4,-10,-2,-10,-7,-17,-14,-4,-5,-5,-4
